Title,Year,Rating,Votes,Runtime(min),Genres_x,Overview,Director_x,Actors,RT_CriticScore,RT_AudienceScore,Genres_y,Director_y,Runtime_x,RT_Link,Metascore,UserScore,Genres,Director,Runtime_y
the bride of frankenstein,1935,,,,,,,,,,,,,,95.0,78.0,"Drama,Horror,Sci-Fi",James Whale,75.0
the brutalist,2024,,,,,,,,,,,,,,90.0,66.0,Drama,Brady Corbet,214.0
the cabinet of dr. caligari,1919,,,,,,,,99.0,89.0,horror,Robert Wiene,1h 9m,http://www.rottentomatoes.com/m/the_cabinet_of_dr_caligari,,,,,
the cabinet of dr. caligari,1919,,,,,,,,99.0,89.0,horror,Robert Wiene,1h 9m,http://www.rottentomatoes.com/m/the_cabinet_of_dr_caligari,,,,,
the cabinet of dr. caligari,1919,,,,,,,,99.0,89.0,horror,Robert Wiene,1h 9m,http://www.rottentomatoes.com/m/the_cabinet_of_dr_caligari,,,,,
the cabinet of dr. caligari,1919,,,,,,,,99.0,89.0,horror,Robert Wiene,1h 9m,http://www.rottentomatoes.com/m/the_cabinet_of_dr_caligari,,,,,
the cabinet of dr. caligari,1920,7.922,1633.0,67.0,"Drama, Horror, Thriller, Crime","Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",Robert Wiene,"Werner Krauss, Conrad Veidt, Friedrich Fehér, Lil Dagover, Hans Heinrich von Twardowski",,,,,,,,,,,
the cameraman,1928,7.863,383.0,74.0,"Comedy, Romance",A photographer takes up newsreel shooting to impress a secretary.,Edward Sedgwick,"Buster Keaton, Marceline Day, Harold Goodwin, Sidney Bracey, Harry Gribbon",,,,,,,,,,,
the circus,1928,7.9,812.0,72.0,"Comedy, Family, Romance","Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",Charlie Chaplin,"Charlie Chaplin, Al Ernest Garcia, Merna Kennedy, Harry Crocker, George Davis",,,,,,,,,,,
the circus,1929,,,,,,,,,,,,,,90.0,77.0,"Comedy,Family,Romance",Charles Chaplin,72.0
the class,2008,,,,,,,,,,,,,,92.0,78.0,Drama,Laurent Cantet,128.0
the conformist,1970,,,,,,,,,,,,,,100.0,73.0,Drama,Bernardo Bertolucci,107.0
the conformist,1971,,,,,,,,98.0,90.0,drama,Bernardo Bertolucci,1h 55m,http://www.rottentomatoes.com/m/the_conformist,,,,,
the conversation,1974,,,,,,,,,,,,,,88.0,79.0,"Drama,Mystery,Thriller",Francis Ford Coppola,113.0
the count of monte cristo,2024,8.018,1545.0,178.0,"Action, Adventure, Drama","Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",Alexandre de La Patellière,"Pierre Niney, Bastien Bouillon, Anaïs Demoustier, Laurent Lafitte, Pierfrancesco Favino",,,,,,,,,,,
the cranes are flying,1957,7.9,395.0,97.0,"Drama, Romance, War","Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",Mikhail Kalatozov,"Tatyana Samoylova, Aleksey Batalov, Vasili Merkuryev, Aleksandr Shvorin, Svetlana Kharitonova",,,,,,,,,,,
the crying game,1992,,,,,,,,,,,,,,90.0,76.0,"Crime,Drama,Romance,Thriller",Neil Jordan,112.0
the cure,1995,7.94,315.0,97.0,"Drama, Family","Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",Peter Horton,"Joseph Mazzello, Brad Renfro, Annabella Sciorra, Diana Scarwid, Bruce Davison",,,,,,,,,,,
the dark knight,2008,8.519,33709.0,152.0,"Drama, Action, Crime, Thriller","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal",,,,,,,,,,,
the death of stalin,2018,,,,,,,,,,,,,,88.0,73.0,"Comedy,Drama,History",Armando Iannucci,107.0
the decline of western civilization,1981,,,,,,,,,,,,,,93.0,78.0,"Documentary,History,Music",Penelope Spheeris,100.0
the deer hunter,1978,7.99,3906.0,183.0,"Drama, War","A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep",,,,,,,90.0,81.0,"Drama,War",Michael Cimino,182.0
the departed,2006,8.16,15235.0,151.0,"Drama, Thriller, Crime","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen",,,,,,,,,,,
the discreet charm of the bourgeoisie,1972,,,,,,,,98.0,89.0,comedy,Luis Buñuel,1h 40m,http://www.rottentomatoes.com/m/discreet_charm_of_the_bourgeoisie,93.0,83.0,"Comedy,Drama,Fantasy",Luis Buñuel,102.0
the discreet charm of the bourgeoisie,1972,,,,,,,,98.0,89.0,comedy,Luis Buñuel,1h 40m,http://www.rottentomatoes.com/m/discreet_charm_of_the_bourgeoisie,93.0,83.0,"Comedy,Drama,Fantasy",Luis Buñuel,102.0
the discreet charm of the bourgeoisie,1972,,,,,,,,98.0,89.0,comedy,Luis Buñuel,1h 40m,http://www.rottentomatoes.com/m/discreet_charm_of_the_bourgeoisie,93.0,83.0,"Comedy,Drama,Fantasy",Luis Buñuel,102.0
the discreet charm of the bourgeoisie,1972,,,,,,,,98.0,89.0,comedy,Luis Buñuel,1h 40m,http://www.rottentomatoes.com/m/discreet_charm_of_the_bourgeoisie,93.0,83.0,"Comedy,Drama,Fantasy",Luis Buñuel,102.0
the diving bell and the butterfly,2007,,,,,,,,,,,,,,92.0,84.0,"Biography,Drama",Julian Schnabel,112.0
the elephant man,1980,8.046,3614.0,124.0,"Drama, History","A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller",,,,,,,,,,,
the empire strikes back,1980,8.4,17319.0,124.0,"Adventure, Action, Science Fiction","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels",,,,,,,,,,,
the exterminating angel,1962,7.9,680.0,93.0,"Comedy, Drama, Fantasy","A formal dinner party starts out normally enough, but after the bourgeois group retire to the host’s music room, they inexplicably find themselves unable to leave.",Luis Buñuel,"Silvia Pinal, Enrique Rambal, Jacqueline Andere, José Baviera, Augusto Benedico",,,,,,,,,,,
the farewell,2019,,,,,,,,,,,,,,89.0,82.0,"Comedy,Drama",Lulu Wang,100.0
the father,2020,8.115,3294.0,97.0,Drama,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams, Imogen Poots",,,,,,,,,,,
the father,2021,,,,,,,,,,,,,,88.0,86.0,"Drama,Mystery",Florian Zeller,97.0
the favourite,2018,,,,,,,,,,,,,,91.0,78.0,"Biography,Comedy,Drama,History",Yorgos Lanthimos,119.0
the fight,2020,,,,,,,,99.0,71.0,documentary,"Elyse Steinberg, Josh Kriegman, Eli Despres",1h 36m,http://www.rottentomatoes.com/m/the_fight_2020,,,,,
the fits,2016,,,,,,,,,,,,,,90.0,65.0,"Drama,Music",Anna Rose Holmer,72.0
the florida project,2017,,,,,,,,,,,,,,92.0,74.0,Drama,Sean Baker,111.0
the forty-year-old version,2020,,,,,,,,98.0,69.0,"drama, comedy, music",Radha Blank,2h 3m,http://www.rottentomatoes.com/m/the_forty_year_old_version,,,,,
the french connection,1971,,,,,,,,98.0,87.0,"crime, drama, mystery and thriller",William Friedkin,1h 44m,http://www.rottentomatoes.com/m/french_connection,94.0,80.0,"Action,Crime,Drama,Thriller",William Friedkin,104.0
the gatekeepers,2013,,,,,,,,,,,,,,91.0,65.0,"Documentary,History,War",Dror Moreh,101.0
the general,1926,7.945,1283.0,79.0,"Action, Adventure, Comedy, War","During America’s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.",Clyde Bruckman,"Buster Keaton, Marion Mack, Glen Cavender, Jim Farley, Frederick Vroom",,,,,,,,,,,
the godfather,1972,8.687,21329.0,175.0,"Drama, Crime","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano",,,,,,,100.0,93.0,"Crime,Drama",Francis Ford Coppola,175.0
the godfather part ii,1974,8.6,12895.0,202.0,"Drama, Crime","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",Francis Ford Coppola,"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale",,,,,,,,,,,
the godfather: part ii,1974,,,,,,,,,,,,,,90.0,91.0,"Crime,Drama",Francis Ford Coppola,200.0
the gold rush,1925,7.983,1642.0,95.0,"Adventure, Comedy, Drama",A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.,Charlie Chaplin,"Charlie Chaplin, Mack Swain, Tom Murray, Henry Bergman, Malcolm Waite",100.0,93.0,"drama, comedy, adventure",Charles Chaplin,1h 22m,http://www.rottentomatoes.com/m/the_gold_rush,,,,,
the gold rush,1925,7.983,1642.0,95.0,"Adventure, Comedy, Drama",A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.,Charlie Chaplin,"Charlie Chaplin, Mack Swain, Tom Murray, Henry Bergman, Malcolm Waite",100.0,93.0,"drama, comedy, adventure",Charles Chaplin,1h 22m,http://www.rottentomatoes.com/m/the_gold_rush,,,,,
"the good, the bad and the ugly",1966,8.5,8934.0,161.0,Western,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",Sergio Leone,"Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli",,,,,,,,,,,
"the good, the bad and the ugly",1967,,,,,,,,,,,,,,90.0,92.0,"Adventure,Drama,Western",Sergio Leone,161.0
the grand budapest hotel,2014,8.042,15091.0,100.0,"Comedy, Drama","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe",,,,,,,88.0,84.0,"Adventure,Comedy,Crime",Wes Anderson,100.0
the grapes of wrath,1940,,,,,,,,100.0,88.0,drama,John Ford,2h 9m,http://www.rottentomatoes.com/m/grapes_of_wrath,96.0,81.0,Drama,John Ford,129.0
the grapes of wrath,1940,,,,,,,,100.0,88.0,drama,John Ford,2h 9m,http://www.rottentomatoes.com/m/grapes_of_wrath,96.0,81.0,Drama,John Ford,129.0
the great dictator,1940,8.299,3436.0,125.0,"Comedy, War",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner, Henry Daniell",,,,,,,,,,,
the great escape,1963,7.944,2610.0,173.0,"Adventure, Drama, War","The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",John Sturges,"Steve McQueen, James Garner, Richard Attenborough, James Donald, Charles Bronson",,,,,,,,,,,
the great war,1959,8.1,346.0,137.0,"Comedy, War, Drama","Italy, 1916. Oreste Jacovacci and Giovanni Busacca are called, as all the Italian youths, to serve the army in the WWI. They both try in every way to avoid serving the army.",Mario Monicelli,"Vittorio Gassman, Alberto Sordi, Silvana Mangano, Folco Lulli, Bernard Blier",,,,,,,,,,,
the greatest showman,2017,7.9,9591.0,105.0,Drama,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya",,,,,,,,,,,
the green mile,1999,8.504,17999.0,189.0,"Fantasy, Drama, Crime","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Frank Darabont,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell",,,,,,,,,,,
the gunfighter,1950,,,,,,,,,,,,,,94.0,69.0,Western,Henry King,85.0
the handmaiden,2016,8.209,3887.0,145.0,"Thriller, Drama, Romance","1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.",Park Chan-wook,"Kim Min-hee, Kim Tae-ri, Ha Jung-woo, Cho Jin-woong, Kim Hae-sook",,,,,,,,,,,
the hate u give,2018,8.105,2146.0,133.0,"Crime, Drama","Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",George Tillman Jr.,"Amandla Stenberg, Regina Hall, Russell Hornsby, K.J. Apa, Common",,,,,,,,,,,
the help,2011,8.206,8499.0,146.0,Drama,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain",,,,,,,,,,,
the hidden fortress,1958,8.0,634.0,139.0,"Drama, Action, Adventure","In feudal Japan, during a bloody war between clans, two cowardly and greedy peasants, soldiers of a defeated army, stumble upon a mysterious man who guides them to a fortress hidden in the mountains.",Akira Kurosawa,"Toshirō Mifune, Minoru Chiaki, Kamatari Fujiwara, Misa Uehara, Susumu Fujita",,,,,,,,,,,
the hidden fortress,1960,,,,,,,,,,,,,,89.0,83.0,"Adventure,Drama",Akira Kurosawa,126.0
the hunt,2012,8.093,4323.0,116.0,Drama,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold",,,,,,,,,,,
the hurt locker,2009,,,,,,,,,,,,,,95.0,74.0,"Drama,Thriller,War",Kathryn Bigelow,131.0
the hustler,1961,,,,,,,,98.0,93.0,drama,Robert Rossen,2h 15m,http://www.rottentomatoes.com/m/hustler,90.0,82.0,"Drama,Sport",Robert Rossen,134.0
the imitation game,2014,7.994,17281.0,113.0,"History, Drama, Thriller, War","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech",,,,,,,,,,,
the incredibles,2004,,,,,,,,,,,,,,90.0,87.0,"Animation,Action,Adventure,Family",Brad Bird,115.0
the interrupters,2011,,,,,,,,99.0,82.0,"crime, drama, documentary",Steve James,2h 5m,http://www.rottentomatoes.com/m/the_interrupters_2011,,,,,
the interrupters,2011,,,,,,,,99.0,82.0,"crime, drama, documentary",Steve James,2h 5m,http://www.rottentomatoes.com/m/the_interrupters_2011,,,,,
the intouchables,2011,8.273,17547.0,113.0,"Drama, Comedy",A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,Olivier Nakache,"François Cluzet, Omar Sy, Dominique Henry, Anne Le Ny, Clotilde Mollet",,,,,,,,,,,
the invisible guest,2017,8.1,4631.0,107.0,"Drama, Mystery, Thriller","Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.",Oriol Paulo,"Mario Casas, Ana Wagener, Jose Coronado, Bárbara Lennie, Francesc Orella",,,,,,,,,,,
the invisible war,2011,,,,,,,,99.0,84.0,"crime, drama, documentary",Kirby Dick,1h 35m,http://www.rottentomatoes.com/m/the_invisible_war,,,,,
the invisible war,2011,,,,,,,,99.0,84.0,"crime, drama, documentary",Kirby Dick,1h 35m,http://www.rottentomatoes.com/m/the_invisible_war,,,,,
the irishman,2019,,,,,,,,,,,,,,94.0,81.0,"Biography,Crime,Drama,History,Thriller",Martin Scorsese,209.0
the iron giant,1999,7.948,5725.0,86.0,"Family, Animation, Science Fiction, Adventure","In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",Brad Bird,"Jennifer Aniston, Harry Connick Jr., Vin Diesel, James Gammon, Cloris Leachman",,,,,,,,,,,
the kid,1921,8.2,2153.0,68.0,"Comedy, Drama",A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,Charlie Chaplin,"Charlie Chaplin, Jackie Coogan, Carl Miller, Edna Purviance, Albert Austin",100.0,95.0,"comedy, drama",Charlie Chaplin,1h,http://www.rottentomatoes.com/m/1052609-kid,,,,,
the kid,1921,8.2,2153.0,68.0,"Comedy, Drama",A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,Charlie Chaplin,"Charlie Chaplin, Jackie Coogan, Carl Miller, Edna Purviance, Albert Austin",100.0,95.0,"comedy, drama",Charlie Chaplin,1h,http://www.rottentomatoes.com/m/1052609-kid,,,,,
the killing,1956,,,,,,,,98.0,92.0,"crime, drama",Stanley Kubrick,1h 23m,http://www.rottentomatoes.com/m/killing,91.0,75.0,"Crime,Drama,Film-Noir,Thriller",Stanley Kubrick,84.0
the lady eve,1941,,,,,,,,100.0,87.0,romance,Preston Sturges,1h 37m,http://www.rottentomatoes.com/m/lady_eve,96.0,75.0,"Comedy,Romance",Preston Sturges,94.0
the lady eve,1941,,,,,,,,100.0,87.0,romance,Preston Sturges,1h 37m,http://www.rottentomatoes.com/m/lady_eve,96.0,75.0,"Comedy,Romance",Preston Sturges,94.0
the lady eve,1941,,,,,,,,100.0,87.0,romance,Preston Sturges,1h 37m,http://www.rottentomatoes.com/m/lady_eve,96.0,75.0,"Comedy,Romance",Preston Sturges,94.0
the lady vanishes,1938,,,,,,,,98.0,88.0,mystery and thriller,Alfred Hitchcock,1h 37m,http://www.rottentomatoes.com/m/1011813-lady_vanishes,98.0,79.0,"Crime,Drama,Mystery,Thriller",Alfred Hitchcock,96.0
the lady vanishes,1938,,,,,,,,98.0,88.0,mystery and thriller,Alfred Hitchcock,1h 37m,http://www.rottentomatoes.com/m/1011813-lady_vanishes,98.0,79.0,"Crime,Drama,Mystery,Thriller",Alfred Hitchcock,96.0
the ladykillers,1956,,,,,,,,,,,,,,91.0,79.0,"Comedy,Crime",Alexander Mackendrick,91.0
the last picture show,1971,,,,,,,,100.0,90.0,drama,Peter Bogdanovich,1h 58m,http://www.rottentomatoes.com/m/last_picture_show,93.0,82.0,"Drama,Romance",Peter Bogdanovich,118.0
the last waltz,1978,,,,,,,,98.0,94.0,documentary,Martin Scorsese,1h 57m,http://www.rottentomatoes.com/m/the_last_waltz_1978,,,,,
the lavender hill mob,1951,,,,,,,,,,,,,,90.0,68.0,"Comedy,Crime",Charles Crichton,78.0
the legend of 1900,1998,8.254,2295.0,170.0,"Drama, Music","The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",Giuseppe Tornatore,"Tim Roth, Pruitt Taylor Vince, Mélanie Thierry, Bill Nunn, Gabriele Lavia",,,,,,,,,,,
the legend of hei,2019,8.343,383.0,102.0,"Animation, Fantasy, Action","When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",MTJJ,"Shan Xin, Liu Mingyue, Hao Xianghai, Ding Dang, Yuntu Cao",,,,,,,,,,,
the leopard,1963,,,,,,,,98.0,89.0,"drama, history",Luchino Visconti,2h 45m,http://www.rottentomatoes.com/m/the_leopard_1963,,,,,
the leopard,1963,,,,,,,,98.0,89.0,"drama, history",Luchino Visconti,2h 45m,http://www.rottentomatoes.com/m/the_leopard_1963,,,,,
the leopard (re-release),2004,,,,,,,,,,,,,,100.0,79.0,"Drama,History",Luchino Visconti,187.0
the life and death of colonel blimp (1945),1945,,,,,,,,,,,,,,93.0,72.0,"Drama,Romance,War","Michael Powell,Emeric Pressburger",163.0
the lion king,1994,8.256,18677.0,89.0,"Family, Animation, Drama","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",Roger Allers,"Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones",,,,,,,88.0,90.0,"Animation,Adventure,Drama,Family,Fantasy,Musical","Roger Allers,Rob Minkoff",89.0
the little mermaid,1989,,,,,,,,,,,,,,88.0,74.0,"Animation,Adventure,Family,Fantasy,Musical,Romance","Ron Clements,John Musker",83.0
the lives of others,2006,8.035,3771.0,137.0,"Drama, Thriller","In 1983 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.",Florian Henckel von Donnersmarck,"Martina Gedeck, Ulrich Mühe, Sebastian Koch, Ulrich Tukur, Thomas Thieme",,,,,,,89.0,87.0,"Drama,Mystery,Thriller",Florian Henckel von Donnersmarck,137.0
the look of silence,2015,,,,,,,,,,,,,,92.0,83.0,"Documentary,Biography,History",Joshua Oppenheimer,103.0
the lord of the rings: the fellowship of the ring,2001,8.419,25867.0,179.0,"Adventure, Fantasy, Action","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm",,,,,,,92.0,93.0,"Adventure,Drama,Fantasy",Peter Jackson,178.0
the lord of the rings: the return of the king,2003,8.483,24964.0,201.0,"Adventure, Fantasy, Action","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis",,,,,,,94.0,94.0,"Adventure,Drama,Fantasy",Peter Jackson,201.0
the lord of the rings: the two towers,2002,8.403,22475.0,179.0,"Adventure, Fantasy, Action","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis",,,,,,,,,,,
the lost weekend,1945,,,,,,,,98.0,90.0,drama,Billy Wilder,1h 41m,http://www.rottentomatoes.com/m/lost_weekend,,,,,
the lost weekend,1945,,,,,,,,98.0,90.0,drama,Billy Wilder,1h 41m,http://www.rottentomatoes.com/m/lost_weekend,,,,,
the loved ones,2009,,,,,,,,98.0,73.0,"mystery and thriller, horror",Sean Byrne,1h 24m,http://www.rottentomatoes.com/m/the_loved_ones_2012,,,,,
the madness of king george,1994,,,,,,,,,,,,,,89.0,78.0,"Biography,Comedy,Drama,History",Nicholas Hytner,104.0
the magnificent ambersons,1942,,,,,,,,,,,,,,93.0,80.0,"Drama,Romance","Orson Welles,Fred Fleck,Robert Wise",88.0
the maltese falcon,1941,,,,,,,,100.0,91.0,"crime, drama",John Huston,1h 40m,http://www.rottentomatoes.com/m/1013139-maltese_falcon,97.0,82.0,"Crime,Drama,Film-Noir,Mystery,Romance",John Huston,100.0
the maltese falcon,1941,,,,,,,,100.0,91.0,"crime, drama",John Huston,1h 40m,http://www.rottentomatoes.com/m/1013139-maltese_falcon,97.0,82.0,"Crime,Drama,Film-Noir,Mystery,Romance",John Huston,100.0
the man who shot liberty valance,1962,,,,,,,,,,,,,,94.0,85.0,"Drama,Western",John Ford,123.0
